customer_id,Churn,CustomerFeedback_clean,reason_short,reason_long,churn_category
0617-AQNWT,1,i have been a customer with this company for over 5 years now and i have been mostly satisfied with the service however i recently decided to switch providers due to better deals being offered elsewhere the monthly charges were reasonable at 4785 but i felt like i could get a better value with a different provider i also found that the dsl internet service was not as fast as i would have liked overall i appreciate the convenience of the electronic check payment method but ultimately decided to churn due to better options available,better deals,i recently decided to switch providers due to better deals being offered elsewhere,Better deal / pricing
4883-QICIH,1,i have been a customer with this company for 32 months opting for the monthtomonth contract with automatic bank transfer payments for my fiber optic internet service at 6975 per month unfortunately i have decided to churn because i have found a better deal with another provider the service itself was reliable and fast but i ultimately chose to switch due to cost savings i appreciate the convenience of the automatic payment method and the quality of the fiber optic service,cost savings,i have found a better deal with another provider the service itself was reliable and fast but i ultimately chose to switch due to cost savings,Better deal / pricing
6173-ITPWD,1,i have been a customer with this fiber optic internet service provider for 47 months on a monthtomonth contract with automatic bank transfer payments of 8335 per month unfortunately i have decided to churn and switch to a different provider while the service itself was reliable and fast i found that the monthly charges were becoming too expensive compared to other offers in the market i would recommend this provider to others who prioritize speed and reliability but i would caution them to keep an eye on their monthly charges to ensure they are getting the best value for their money,too expensive,i found that the monthly charges were becoming too expensive compared to other offers in the market,Better deal / pricing
8364-TRMMK,1,i recently had to cancel my dsl internet service with this provider after only three months of being a customer the monthly charges of 5065 were reasonable but unfortunately the service was not reliable i found myself experiencing frequent outages and slow speeds which was frustrating additionally having to pay by mailing a check each month was inconvenient compared to other payment methods available overall i was disappointed with the service and decided to switch to a different provider,service not reliable,i was disappointed with the service and decided to switch to a different provider,Service reliability / outages
6328-ZPBGN,1,i have been a customer with this fiber optic internet service provider for 11 months on a monthtomonth contract with automatic bank transfer payments however i have decided to churn due to the high monthly charges of 9515 while the internet service itself was reliable and fast i felt that the cost was not justified compared to other providers in the market i would recommend this service to others who prioritize speed and reliability over cost but for me personally i needed a more budgetfriendly option,high monthly charges,i have decided to churn due to the high monthly charges of 9515,Better deal / pricing
1465-VINDH,1,i recently decided to switch internet providers after being with this company for 10 months on a monthtomonth contract the monthly charges of 1021 were reasonable for the fiber optic service i was receiving however i ultimately decided to churn because i found a better deal with another provider the automatic credit card payment method was convenient and i never had any issues with billing overall i had a positive experience with this company but ultimately chose to move on for costsaving reasons,costsaving reasons,i ultimately decided to churn because i found a better deal with another provider,Better deal / pricing
8943-URTMR,1,i recently switched to this internet service provider for their fiber optic internet after 2 months i decided to cancel my service due to some financial constraints the monthly charges of 7965 were a bit higher than what i was expecting especially for a monthtomonth contract i also had to pay through mailed check which was a bit inconvenient for me overall the service itself was reliable and fast but the pricing and payment method were not ideal for my situation,high monthly charges,due to some financial constraints the monthly charges of 7965 were a bit higher than what i was expecting,Payment / billing issues
3751-KTZEL,1,i recently signed up for dsl internet service with this provider on a monthtomonth contract unfortunately after only 1 month i decided to cancel due to slow internet speeds and unreliable connection the monthly charges of 3505 were reasonable but the service did not meet my expectations i also found the payment method of mailing a check to be inconvenient compared to online options overall i was not satisfied with my experience and would not recommend this provider to others,slow internet speeds,unfortunately after only 1 month i decided to cancel due to slow internet speeds and unreliable connection,Technical issues / speed
1596-BBVTG,1,i have been a customer with this company for 35 months and was on a monthtomonth contract with a monthly charge of 7535 for fiber optic internet service i recently decided to cancel my service resulting in churn overall i was satisfied with the service during my time as a customer the automatic credit card payment method was convenient and reliable however i ultimately decided to switch to a different provider for personal reasons,for personal reasons,however i ultimately decided to switch to a different provider for personal reasons,Personal reasons
7394-FKDNK,1,i recently decided to cancel my service with this provider after being with them for 9 months on a monthtomonth contract the monthly charges of 8945 were reasonable for the fiber optic internet service i was receiving however i found a better deal with another provider and decided to switch the payment method of electronic check was convenient and i never had any issues with billing overall i was satisfied with the service during my time with this provider,found better deal,i found a better deal with another provider and decided to switch,Better deal / pricing
2205-YMZZJ,1,i recently decided to cancel my service with this provider after being a customer for 7 months the monthly charge of 8480 was reasonable for the fiber optic internet service i was receiving however i found that the reliability of the service was lacking and experienced frequent outages additionally the customer service was not very helpful in resolving these issues ultimately i decided to switch to a different provider that offered a more consistent and reliable internet connection,poor service reliability,"I found the reliability of the service was lacking and experienced frequent outages, and the customer service was not very helpful.",Service reliability / outages
0220-EBGCE,1,i recently switched to this internet service provider two months ago and unfortunately i have already decided to churn the monthly charges of 8585 for fiber optic internet seemed reasonable at first but i have encountered multiple issues with service reliability and speed additionally the payment method of electronic check was convenient but i expected better value for the price i was paying overall i was not satisfied with the service and have decided to look for a better alternative,high monthly charges,"The monthly charges seemed reasonable at first, but issues with service reliability and speed, along with not getting the expected value for the price, led to the decision to churn.",Payment / billing issues
3317-HRTNN,1,i recently canceled my dsl internet service after 5 months with the company i was on a monthtomonth contract with monthly charges of 457 which i found to be reasonable however i had issues with the reliability and speed of the internet connection i often experienced slow speeds and frequent outages which was frustrating additionally i found the payment method of electronic check to be convenient and easy to use overall i was not satisfied with the service and decided to switch to a different provider,slow speeds and outages,i had issues with the reliability and speed of the internet connection i often experienced slow speeds and frequent outages which was frustrating,Technical issues / speed
8761-NSOBC,1,i recently decided to cancel my service after being with the company for 44 months i was on a monthtomonth contract and was paying 10055 per month for fiber optic internet i found a better deal with another provider and decided to switch overall i was satisfied with the service during my time with the company but the lower price offered by the competitor was too good to pass up the electronic check payment method was convenient and i had no issues with billing,found a better deal,i found a better deal with another provider and decided to switch overall i was satisfied with the service during my time with the company but the lower price offered by the competitor was too good to pass up,Better deal / pricing
1066-JKSGK,1,i recently signed up for internet service with this company on a monthtomonth basis unfortunately after just one month i decided to cancel due to some personal reasons i found the monthly charges of 2015 to be reasonable but i was disappointed to find out that they do not offer internet service in my area i also found it inconvenient that the only payment method available was to mail a check overall my experience as a customer was shortlived but somewhat frustrating,personal reasons,i decided to cancel due to some personal reasons,Personal reasons
5349-IECLD,1,i recently signed up for fiber optic internet service with this provider on a monthtomonth contract unfortunately after only 2 months i decided to churn and switch to a different provider the monthly charges of 9495 were reasonable for the service i received but i had some issues with the reliability and speed of the internet connection additionally using an electronic check as a payment method was convenient but i found the overall customer service experience to be lacking overall i was not completely satisfied with my experience and ultimately decided to look for a better internet provider,reliability and speed issues,i had some issues with the reliability and speed of the internet connection,Technical issues / speed
7638-QVMVY,1,i recently decided to cancel my service after 7 months with this company while the fiber optic internet service was fast and reliable i found the monthly charges of 790 to be a bit high compared to other providers additionally the payment method of electronic check was convenient but i ultimately decided to switch to a different provider for a better deal overall i had a decent experience with this company but ultimately chose to move on,high monthly charges,i found the monthly charges of 790 to be a bit high compared to other providers,Better deal / pricing
2834-SPCJV,1,i recently decided to switch internet service providers after being with my previous provider for 52 months on a monthtomonth contract the monthly charges of 841 were reasonable for the fiber optic internet service i was receiving however i ultimately chose to churn because i found a better deal with another provider i appreciated the convenience of paying with electronic check but ultimately the cost savings with the new provider outweighed any benefits of staying with my current one,found a better deal,i ultimately chose to churn because i found a better deal with another provider i appreciated the convenience of paying with electronic check but ultimately the cost savings with the new provider outweighed any benefits of staying with my current one,Better deal / pricing
1373-ORVIZ,1,i recently decided to switch internet providers after being with this company for 11 months on a monthtomonth contract i found that the monthly charges of 6635 were a bit high for the dsl internet service i was receiving additionally i had issues with my electronic check payment method not always going through smoothly overall i was not satisfied with the service and ultimately decided to churn and look for a better option,high monthly charges,i found that the monthly charges of 6635 were a bit high for the dsl internet service i was receiving,Better deal / pricing
4558-FANTW,1,i recently decided to cancel my service with this company after being a customer for 17 months while the fiber optic internet service was fast and reliable i found that the monthly charges of 9185 were too high compared to other providers in the area additionally i preferred to have more flexibility with my contract type as i was on a monthtomonth plan and would have liked the option to switch to a different plan without penalty the payment method of electronic check was convenient but ultimately i decided to switch to a different provider for better pricing and contract options,high monthly charges,i recently decided to cancel my service with this company after being a customer for 17 months while the fiber optic internet service was fast and reliable i found that the monthly charges of 9185 were too high compared to other providers in the area additionally i preferred to have more flexibility with my contract type as i was on a monthtomonth plan and would have liked the option to switch to a different plan without penalty,Better deal / pricing
6168-WFVVF,1,i recently switched to this fiber optic internet service provider three months ago on a monthtomonth contract the monthly charges are 703 and i pay using electronic check unfortunately i have decided to churn and switch to a different provider while the internet service itself was reliable and fast i found the customer service to be lacking i had some billing issues that took a long time to resolve and overall i felt like my concerns were not being addressed in a timely manner ultimately i decided to switch to a different provider that offered better customer service,customer service lacking,i found the customer service to be lacking i had some billing issues that took a long time to resolve and overall i felt like my concerns were not being addressed in a timely manner,Payment / billing issues
2533-QVMSK,1,i have been a customer with this company for over five years and recently decided to cancel my service the monthly charges were reasonable for the fiber optic internet service i received but i found a better deal with another provider the electronic check payment method was convenient and reliable overall i was satisfied with the service during my time as a customer,found a better deal,i have been a customer with this company for over five years and recently decided to cancel my service the monthly charges were reasonable for the fiber optic internet service i received but i found a better deal with another provider,Better deal / pricing
3440-JPSCL,1,i recently decided to switch internet providers after being with this company for 6 months the monthly charges of 9995 were quite steep especially for a monthtomonth contract i found that other providers offered better deals for similar fiber optic services additionally having to mail a check for payment was inconvenient and outdated compared to other modern payment methods available overall i was not satisfied with the value and convenience provided by this company and ultimately decided to churn,monthly charges steep,overall i was not satisfied with the value and convenience provided by this company and ultimately decided to churn,Better deal / pricing
4816-LXZYW,1,i have been a customer with this company for almost 2 years now and i have been overall satisfied with the service the fiber optic internet has been reliable and fast and the monthly charges of 7915 are reasonable for the quality of service i receive however i recently decided to switch to a different provider due to better pricing options and promotions they were offering the monthtomonth contract type was convenient for me as i did not want to be tied down to a longterm commitment i also appreciated the option to pay via electronic check which made the payment process quick and easy overall i had a positive experience with this company but ultimately decided to churn due to better offers from a competitor,better pricing,however i recently decided to switch to a different provider due to better pricing options and promotions they were offering,Better deal / pricing
6543-XRMYR,1,i have been a customer with this company for 30 months and unfortunately i have decided to churn while the fiber optic internet service was reliable and fast the monthly charges of 997 were becoming too costly for me especially since i was on a monthtomonth contract i also found the payment method of electronic check to be inconvenient at times overall i had a positive experience with the service itself but ultimately had to switch providers due to the high cost,high cost,the monthly charges of 997 were becoming too costly for me,Better deal / pricing
1196-AMORA,1,i recently switched internet providers after being with this company for 7 months on a monthtomonth contract the monthly charges of 736 were reasonable for the fiber optic service i was receiving however i ultimately decided to churn because i found a better deal with another provider the payment method of electronic check was convenient and easy to use overall i had a positive experience with this company but ultimately chose to move on for a better offer,found a better deal,i ultimately decided to churn because i found a better deal with another provider,Better deal / pricing
0420-BWTPW,1,i recently decided to cancel my service after 8 months with this company i found that the dsl internet service was unreliable and slow especially during peak hours the monthly charges of 255 were reasonable but i expected better performance for the price additionally having to pay by mailing a check was inconvenient compared to more modern payment methods overall i was not satisfied with the service and decided to switch to a different provider,unreliable internet,i found that the dsl internet service was unreliable and slow especially during peak hours,Service reliability / outages
6661-HBGWL,1,i have been a customer with this company for 42 months now and i am unfortunately deciding to churn the monthly charges of 10475 for fiber optic internet service were reasonable but i have found a better deal with another provider the automatic bank transfer payment method was convenient and i never had any issues with billing overall i have had a good experience with the service provided but i have found a better offer elsewhere,found a better deal,i have found a better deal with another provider,Better deal / pricing
5307-DZCVC,1,i recently decided to switch internet providers after being with this company for over 2 and a half years despite having fiber optic internet i found that the monthly charges of 8595 were becoming too expensive for me additionally i prefer the flexibility of a monthtomonth contract rather than being locked into a longterm commitment the automatic credit card payment method was convenient but ultimately i felt that it was time to explore other options that better fit my budget and needs,too expensive,despite having fiber optic internet i found that the monthly charges of 8595 were becoming too expensive for me,Better deal / pricing
2403-BCASL,1,i have been a customer of this fiber optic internet service for over three years now and i must say i am disappointed with the recent increase in monthly charges the service itself has been reliable and fast but the cost has become too high for me to justify staying with the company i have decided to churn and look for a more affordable option i would recommend this service to others if the pricing was more competitive,high monthly charges,the service itself has been reliable and fast but the cost has become too high for me to justify staying with the company,Better deal / pricing
3540-RZJYU,1,i recently switched internet providers after being with this company for 15 months on a monthtomonth contract while the fiber optic internet service was fast and reliable i ultimately decided to churn due to the monthly charges of 862 i found a better deal with another provider that better fit my budget the electronic check payment method was convenient and i never had any issues with billing overall i had a positive experience with the service itself but the cost was the determining factor in my decision to switch providers,monthly charges,i ultimately decided to churn due to the monthly charges of 862 i found a better deal with another provider that better fit my budget,Better deal / pricing
9601-BRXPO,1,i have been a customer with this fiber optic internet service provider for 25 months on a monthtomonth contract i recently decided to churn due to the high monthly charges of 10495 while the service itself was reliable and fast i felt that the cost was no longer justifiable for my needs the automatic bank transfer payment method was convenient but ultimately i had to make the decision to switch to a more affordable option,high monthly charges,the cost was no longer justifiable for my needs,Better deal / pricing
0684-AOSIH,1,i recently switched to this internet service provider and unfortunately had to cancel after only one month the monthly charges of 95 were quite high for me especially for a monthtomonth contract the fiber optic internet service itself was good in terms of speed and reliability but i ultimately decided to switch to a more affordable option the electronic check payment method was convenient and easy to use overall i would recommend this provider for those willing to pay a premium for highquality internet service,high monthly charges,the monthly charges of 95 were quite high for me especially for a month-to-month contract,Better deal / pricing
1981-INRFU,1,i recently switched to this fiber optic internet service provider just 2 months ago and unfortunately i have already decided to churn the monthly charges of 7975 were reasonable for the speed and reliability of the service however i encountered frequent outages and slow speeds during peak hours which became frustrating additionally the process of setting up the electronic check payment method was cumbersome and i experienced issues with billing overall i was not satisfied with the service and decided to switch to a different provider,frequent outages,"I encountered frequent outages and slow speeds during peak hours, which became frustrating.",Service reliability / outages
9851-KIELU,1,i recently made the decision to cancel my service after being with this company for 10 months on a monthtomonth contract while the fiber optic internet service was reliable and fast i ultimately decided to switch providers due to the high monthly charges of 1101 the payment method of electronic check was convenient but i found better deals with other providers overall i had a positive experience with the service itself but the cost was a deciding factor in my decision to churn,high monthly charges,i ultimately decided to switch providers due to the high monthly charges of 1101,Better deal / pricing
4390-KYULV,1,i recently canceled my service with this provider after only 3 months the monthly charges were reasonable at 2055 but i was disappointed to find out that they did not offer internet service which was a necessity for me i also found it inconvenient that the only payment method available was credit card on automatic billing overall i was not satisfied with the lack of options and ultimately decided to switch to a different provider,no internet service,i was disappointed to find out that they did not offer internet service which was a necessity for me,Service reliability / outages
3886-CERTZ,1,i have been a customer with this company for 6 years now and unfortunately i have decided to churn i have been on a oneyear contract with monthly charges of 10925 for fiber optic internet service i have always paid using electronic check overall i have been satisfied with the service provided but i have found a better deal elsewhere thank you for the service provided during my time as a customer,found a better deal,i have found a better deal elsewhere,Better deal / pricing
1010-DIAUQ,1,i recently canceled my service with this provider after 5 months of using their fiber optic internet the monthly charges of 965 were reasonable for the speed and reliability of the connection however i found the automatic bank transfer payment method to be inconvenient as i prefer to manually control my payments overall i was satisfied with the service during my time as a customer,inconvenient payment method,I found the automatic bank transfer payment method to be inconvenient as I prefer to manually control my payments,Payment / billing issues
1447-PJGGA,1,i have been a customer with this company for almost 5 years now and unfortunately i have decided to churn the monthly charges of 9525 were starting to become too expensive for me especially with the current economic situation the fiber optic internet service was great in terms of speed and reliability but i just couldnt justify the cost anymore i also found it inconvenient to have to pay through electronic check every month overall i had a good experience with the service itself but the pricing and payment method ultimately led me to cancel my contract,too expensive,the fiber optic internet service was great in terms of speed and reliability but i just couldnt justify the cost anymore,Better deal / pricing
5687-DKDTV,1,i recently cancelled my service with this company after 4 months of being a monthtomonth customer i was paying 2035 per month but unfortunately i did not have internet service with them i found it quite inconvenient to have to mail a check every month for payment overall i was not satisfied with the service and decided to switch to a different provider,no internet service,i was not satisfied with the service and decided to switch to a different provider,Service reliability / outages
2135-RXIHG,1,i recently switched to this internet provider and unfortunately had to cancel after only one month due to some unforeseen circumstances the monthly charges were reasonable at 4565 for dsl service i appreciated the convenience of being able to pay with an electronic check overall i had a positive experience during my short tenure with this company,unforeseen circumstances,i recently switched to this internet provider and unfortunately had to cancel after only one month due to some unforeseen circumstances,Personal reasons
1771-OADNZ,1,i recently cancelled my service after nearly two and a half years with this company the monthly charges of 9590 for fiber optic internet were reasonable but i ultimately decided to switch providers due to the lack of flexibility in my monthtomonth contract i also found the payment method of electronic check to be inconvenient compared to other options available overall the service was reliable and the speeds were good but the contract terms and payment method were not ideal for my needs,lack of flexibility,due to the lack of flexibility in my month-to-month contract and inconvenient payment method.,Payment / billing issues
4587-VVTOX,1,i recently canceled my service with this company after six months of being a customer while the fiber optic internet service was reliable and fast i found the monthly charges of 1053 to be too high for my budget additionally the electronic check payment method was convenient but i ultimately decided to switch to a different provider that offered a lower monthly rate and better value for my money i recommend this company for their reliable internet service but suggest they consider offering more competitive pricing options for customers on monthtomonth contracts,high monthly charges,i found the monthly charges of 1053 to be too high for my budget,Better deal / pricing
4690-LLKUA,1,i recently decided to cancel my service after being with the company for 17 months the monthly charges were reasonable at 4505 for dsl internet service i appreciated the convenience of paying with electronic check each month however i ultimately decided to switch providers for a better deal overall my experience was satisfactory but i found a better offer elsewhere,a better deal,however i ultimately decided to switch providers for a better deal overall,Better deal / pricing
2684-EIWEO,1,i recently decided to switch internet providers after being a customer for 30 months with this company while the fiber optic internet service was reliable and fast i ultimately decided to leave due to the high monthly charges of 917 as a monthtomonth customer i found that the cost was no longer sustainable for me the automatic credit card payment method was convenient but i needed to find a more affordable option overall i had a positive experience with the service itself but the pricing was the deciding factor in my decision to churn,high monthly charges,i ultimately decided to leave due to the high monthly charges,Better deal / pricing
2189-UXTKY,1,i recently decided to cancel my dsl internet service after being a customer for 22 months on a monthtomonth contract the 792 monthly charges were reasonable but i ultimately chose to switch to a different provider for faster internet speeds the electronic check payment method was convenient and hasslefree overall i had a satisfactory experience with the service during my tenure,faster internet,i ultimately chose to switch to a different provider for faster internet speeds,Technical issues / speed
3334-CTHOL,1,i recently signed up for dsl internet service with this provider on a monthtomonth contract unfortunately after only one month i have decided to cancel due to slow internet speeds and unreliable connection the monthly charges of 4995 were reasonable but the service did not meet my expectations i also had issues with the automatic bank transfer payment method as it was difficult to change or cancel overall i was disappointed with the service and will be switching to a different provider,slow internet speeds,unfortunately after only one month i have decided to cancel due to slow internet speeds and unreliable connection,Technical issues / speed
9415-DPEWS,1,i have been a customer of this fiber optic internet service provider for the past 18 months on a monthtomonth contract i have found the service to be reliable and fast which is why i continued to stay with them for so long however i recently decided to switch providers due to finding a better deal elsewhere the monthly charge of 8835 was reasonable for the quality of service provided i appreciated the convenience of paying with electronic check overall i had a positive experience with this provider and would recommend them to others,better deal,however i recently decided to switch providers due to finding a better deal elsewhere,Better deal / pricing
3753-TSEMP,1,i recently switched internet providers after being with this company for 15 months on a monthtomonth contract the monthly charges of 8815 were reasonable for the fiber optic internet service i received however i ultimately decided to churn because i found a better deal with another provider the payment method of electronic check was convenient and hasslefree overall i had a positive experience with this company but ultimately decided to switch for better pricing,better pricing,i ultimately decided to churn because i found a better deal with another provider,Better deal / pricing
7786-WBJYI,1,i recently cancelled my service with this provider after being with them for 4 months on a monthtomonth contract the monthly charges of 7795 were reasonable for fiber optic internet service however i found the automatic bank transfer payment method to be inconvenient and would have preferred more flexibility in payment options overall i was satisfied with the internet service itself but decided to switch providers for personal reasons,personal reasons,"I decided to switch providers for personal reasons, although I was satisfied with the internet service itself.",Personal reasons
7029-RPUAV,1,i recently canceled my service with this company after being a customer for 17 months while i appreciated the fast and reliable fiber optic internet service i found the monthly charges of 10045 to be too expensive the automatic credit card payment method was convenient but i ultimately decided to switch to a cheaper provider i would consider returning in the future if the pricing was more competitive,too expensive,i found the monthly charges of 10045 to be too expensive,Better deal / pricing
2659-VXMWZ,1,i have been a customer with this company for over five years now and i must say i have been overall satisfied with their service the fiber optic internet has been reliable and fast and the monthly charges of 1113 are reasonable for the quality of service providedhowever i recently decided to churn and switch to a different provider due to personal reasons while i have enjoyed my time with this company i felt it was time for a change the oneyear contract was coming to an end and i decided to explore other optionsi have always paid my bills using electronic check and i appreciate the convenience and ease of this payment method overall i would recommend this company to others looking for a reliable internet service provider,personal reasons,however i recently decided to churn and switch to a different provider due to personal reasons while i have enjoyed my time with this company i felt it was time for a change,Personal reasons
4208-UFFGW,1,i recently switched to this internet provider two months ago opting for a monthtomonth contract with dsl service at 4495 per month unfortunately i have decided to churn and discontinue my service the main reason for this decision is the slow and unreliable internet connection i have experienced frequent outages and slow speeds which has been frustrating additionally i find the payment method of mailing a check to be inconvenient compared to other providers who offer online payment options overall i was not satisfied with the service and will be looking for a different internet provider,slow internet connection,the main reason for this decision is the slow and unreliable internet connection,Technical issues / speed
9019-QVLZD,1,i recently switched to this fiber optic internet service provider and unfortunately had to churn after only one month while the internet speed was fast and reliable i found the monthly charges of 7955 to be a bit steep for my budget i also had some issues with the electronic check payment method as it was not as convenient as i had hoped overall i would have liked to continue with this service but the cost and payment method were not ideal for me at this time,high cost,I found the monthly charges of 7955 to be a bit steep for my budget and I also had some issues with the electronic check payment method.,Payment / billing issues
7479-NITWS,1,i recently canceled my service with this provider after being a customer for 7 months the monthly charges of 8935 for fiber optic internet were reasonable but i ultimately decided to switch to a different provider for better pricing and customer service the automatic credit card payment method was convenient but i felt that the overall service and reliability of the internet connection could have been better i would recommend this provider to others looking for fiber optic internet but suggest they compare prices and consider their customer service reputation before committing to a contract,better pricing,i ultimately decided to switch to a different provider for better pricing and customer service,Better deal / pricing
6646-VRFOL,1,i have been a customer with this company for over 4 years now and i must say that i am truly disappointed with the service despite being with them for so long i recently decided to churn because i felt that the monthly charges of 10385 were simply too high for the level of service i was receiving i was on a monthtomonth contract and paid through electronic check which was convenient for me however the speed and reliability of the fiber optic internet service did not meet my expectations there were frequent outages and slow speeds which made it difficult for me to work from home and stream videos without interruptionsoverall i was not satisfied with the value for money i was getting from this company and decided to,high monthly charges,i recently decided to churn because i felt that the monthly charges of 10385 were simply too high for the level of service i was receiving.,Better deal / pricing
7137-RYLPP,1,i was a customer with this company for 37 months on a monthtomonth contract with fiber optic internet service i was overall satisfied with the service provided however i recently decided to churn due to finding a better deal with another provider the monthly charges of 857 were reasonable for the quality of service i received i appreciated the convenience of paying with an electronic check overall i had a positive experience with this company and would recommend it to others,finding a better deal,however i recently decided to churn due to finding a better deal with another provider,Better deal / pricing
0107-WESLM,1,i recently signed up for internet service with this company on a monthtomonth contract unfortunately after just one month i decided to cancel due to the lack of internet service in my area the monthly charges were affordable at 1985 but it was disappointing to not be able to utilize the service i paid through electronic check which was a convenient payment method overall my experience was shortlived but i appreciate the ease of cancelling and the reasonable pricing,lack of internet,due to the lack of internet service in my area,Service reliability / outages
0329-GTIAJ,1,i recently canceled my service after only 3 months with this company while the fiber optic internet service was fast and reliable i found the monthly charges of 9790 to be too expensive for the value i was receiving additionally i was not satisfied with the lack of flexibility in the monthtomonth contract and the limited payment options available overall i was disappointed with my experience and decided to switch to a more affordable provider,too expensive,i found the monthly charges of 9790 to be too expensive for the value i was receiving,Better deal / pricing
1024-VRZHF,1,i have been a customer with this company for 11 months and unfortunately i have decided to churn the monthly charges of 7495 for fiber optic internet service were reasonable but i found the service to be inconsistent at times additionally i had issues with the electronic check payment method as it seemed to be unreliable and caused delays in processing overall i was not completely satisfied with my experience and have decided to switch to another provider,inconsistent service,i have been a customer with this company for 11 months and unfortunately i have decided to churn the monthly charges of 7495 for fiber optic internet service were reasonable but i found the service to be inconsistent at times,Service reliability / outages
9734-UYXQI,1,i recently cancelled my dsl service with this provider after only two months the monthly charges of 494 were reasonable but i found the internet service to be slow and unreliable i also had issues with the electronic check payment method as it seemed to take longer to process than i would have liked overall i was not satisfied with the service and decided to switch to a different provider,slow and unreliable,i found the internet service to be slow and unreliable,Service reliability / outages
0607-DAAHE,1,i have been a customer with this company for over four years now but unfortunately i have decided to cancel my service despite the low monthly charges i have been consistently disappointed by the lack of internet service provided i have tried to work with customer service to resolve the issue but to no avail the automatic bank transfer payment method was convenient but its not worth it if i cant even use the service im paying for overall i am not satisfied with my experience and will be looking for a new provider,lack of internet service,i have been consistently disappointed by the lack of internet service provided,Service reliability / outages
5143-WMWOG,1,i recently signed up for a monthtomonth contract with this company and unfortunately had to cancel after only one month i was initially drawn in by the low monthly charges of 1995 but was disappointed to find out that internet service was not included in this plan additionally i had some issues with the payment method using electronic check overall my experience was not satisfactory and i will not be continuing services with this company,internet not included,i was initially drawn in by the low monthly charges of 1995 but was disappointed to find out that internet service was not included in this plan additionally i had some issues with the payment method using electronic check,Product / plan mismatch
6416-TVAIH,1,i recently switched to this fiber optic internet service provider and signed up for a monthtomonth contract unfortunately after just 1 month i decided to cancel and churn to a different provider the monthly charges of 685 were reasonable but i experienced frequent outages and slow speeds additionally the payment method of electronic check was convenient but i was overall not satisfied with the service i would not recommend this provider to others,frequent outages,i experienced frequent outages and slow speeds,Service reliability / outages
2645-QTLMB,1,i recently canceled my service with this company after 7 months of being a customer while the fiber optic internet service was fast and reliable i found the monthly charges of 9425 to be quite high compared to other providers in the area additionally i was disappointed with the lack of flexibility in contract options as i was only offered a monthtomonth plan i also had issues with the electronic check payment method as it sometimes took longer than expected to process overall i decided to switch to a different provider that offered more affordable pricing and better payment options,high monthly charges,i found the monthly charges of 9425 to be quite high compared to other providers in the area additionally i was disappointed with the lack of flexibility in contract options as i was only offered a monthtomonth plan i also had issues with the electronic check payment method as it sometimes took longer than expected to process,Payment / billing issues
9048-JVYVF,1,i recently cancelled my internet service with this provider after only 3 months the monthly charges were reasonable at 6935 but i found the dsl internet service to be slow and unreliable i also had issues with the electronic check payment method as it seemed to take longer for my payments to process compared to other methods overall i was not satisfied with the service and decided to switch to a different provider,slow and unreliable,i found the dsl internet service to be slow and unreliable,Service reliability / outages
6097-EQISJ,1,i have been a customer with this company for 66 months and have been using their fiber optic internet service i recently decided to cancel my service due to some personal reasons i found the monthly charges of 10245 to be reasonable for the quality of internet service i received i appreciated the convenience of automatic credit card payments which made the billing process hasslefree overall i had a positive experience with this company and would recommend their services to others,personal reasons,i recently decided to cancel my service due to some personal reasons,Personal reasons
8429-XIBUM,1,i have been a customer for 22 months and recently decided to cancel my service while the fiber optic internet service was fast and reliable i found that the monthly charges of 10135 were a bit high compared to other providers in my area the automatic bank transfer payment method was convenient but ultimately i decided to switch to a different provider that offered a better deal for the same level of service overall i was satisfied with the quality of the internet service but the pricing was a deciding factor in my decision to churn,high pricing,i found that the monthly charges of 10135 were a bit high compared to other providers in my area,Better deal / pricing
4785-QRJHC,1,i recently experienced a churn with this service provider after being a customer for 46 months i was on a oneyear contract with monthly charges of 599 for dsl internet service i had set up automatic bank transfers for payment despite being a longtime customer i was disappointed with the level of service and ultimately decided to switch to a different provider,poor service,despite being a longtime customer i was disappointed with the level of service and ultimately decided to switch to a different provider,Service reliability / outages
